DSCode,Date,TR_Price,Stale,WeeklyLnReturn,DailyLnReturn
69568X,1/01/2020,1751.07,NULL,NULL,NULL
69568X,2/01/2020,1801,NULL,NULL,NULL
69568X,3/01/2020,1854.37,NULL,NULL,NULL
69568X,6/01/2020,1890.08,NULL,NULL,NULL
69568X,7/01/2020,1963.42,NULL,NULL,NULL
69568X,8/01/2020,2060.02,NULL,0.162489,0.0480278
69568X,9/01/2020,2014.82,NULL,0.112188,-0.0221858
69568X,10/01/2020,2001.46,NULL,0.0763319,-0.00665295
69568X,13/01/2020,2196.99,NULL,0.150469,0.0932113
69568X,14/01/2020,2251.65,NULL,0.136975,0.024575
69568X,15/01/2020,2170.36,NULL,0.0521774,-0.0367702
69568X,16/01/2020,2149.39,NULL,0.0646542,-0.00970897
69568X,17/01/2020,2136.88,NULL,0.0654699,-0.00583726
69568X,20/01/2020,2136.88,NULL,-0.0277414,0
69568X,21/01/2020,2290.5,NULL,0.0171069,0.0694233
69568X,22/01/2020,2384.09,NULL,0.0939244,0.0400474
69568X,23/01/2020,2395.14,NULL,0.108258,0.00462418
69568X,24/01/2020,2364.25,NULL,0.101114,-0.0129808
69568X,27/01/2020,2335.79,NULL,0.0890033,-0.0121107
69568X,28/01/2020,2372.96,NULL,0.035368,0.015788
69568X,29/01/2020,2431.94,NULL,0.0198718,0.0245512
69568X,30/01/2020,2682.34,NULL,0.113248,0.0980003
69568X,31/01/2020,2723.19,NULL,0.141343,0.0151144
69568X,3/02/2020,3264.96,NULL,0.334897,0.181444
69568X,4/02/2020,3713.1,NULL,0.447729,0.12862
69568X,5/02/2020,3075.34,NULL,0.234726,-0.188452
69568X,6/02/2020,3135.04,NULL,0.155952,0.0192265
69568X,7/02/2020,3131.31,NULL,0.139647,-0.00119049
69568X,10/02/2020,3228.46,NULL,-0.0112423,0.0305538
69568X,11/02/2020,3241.44,NULL,-0.135849,0.00401243
69568X,12/02/2020,3211.76,NULL,0.0434036,-0.0091986
69568X,13/02/2020,3365.42,NULL,0.0709108,0.0467337
69568X,14/02/2020,3348.81,NULL,0.0671536,-0.00494771
69568X,17/02/2020,3348.81,NULL,0.0365998,0
69568X,18/02/2020,3593.13,NULL,0.103006,0.0704186
69568X,19/02/2020,3840.18,NULL,0.1787,0.0664956
69568X,20/02/2020,3764.8,NULL,0.112142,-0.0198245
69568X,21/02/2020,3771.45,NULL,0.118854,0.0017648
69568X,24/02/2020,3490.12,NULL,0.0413311,-0.0775234
69568X,25/02/2020,3348.3,NULL,-0.0705709,-0.0414834
69568X,26/02/2020,3259.94,NULL,-0.16381,-0.026744
69568X,27/02/2020,2842.19,NULL,-0.28112,-0.137134
69568X,28/02/2020,2796.11,NULL,-0.29923,-0.0163457
69568X,2/03/2020,3112.68,NULL,-0.114452,0.107255
69568X,3/03/2020,3120.59,NULL,-0.0704307,0.002538
69568X,4/03/2020,3137.3,NULL,-0.0383462,0.00534047
69568X,5/03/2020,3032.82,NULL,0.064918,-0.0338697
69568X,6/03/2020,2944.66,NULL,0.0517642,-0.0294995
69568X,9/03/2020,2545,NULL,-0.201353,-0.145863
69568X,10/03/2020,2701.26,NULL,-0.144304,0.0595877
69568X,11/03/2020,2654.79,NULL,-0.166997,-0.0173528
69568X,12/03/2020,2346.38,NULL,-0.256619,-0.123492
69568X,13/03/2020,2288.07,NULL,-0.252285,-0.025165
69568X,16/03/2020,1863,NULL,-0.311943,-0.205521
69568X,17/03/2020,1800.75,NULL,-0.405515,-0.0339848
69568X,18/03/2020,1512.01,NULL,-0.562926,-0.174763
69568X,19/03/2020,1790.04,NULL,-0.270636,0.168798
69568X,20/03/2020,1789.58,NULL,-0.245728,-0.000257011
69568X,23/03/2020,1817.87,NULL,-0.0245226,0.0156845
69568X,24/03/2020,2113.85,NULL,0.160308,0.150845
69568X,25/03/2020,2257.22,NULL,0.400694,0.065623
69568X,26/03/2020,2210.8,NULL,0.211116,-0.0207795
69568X,27/03/2020,2153.04,NULL,0.1849,-0.0264736
69568X,30/03/2020,2101.84,NULL,0.145148,-0.0240676
69568X,31/03/2020,2193.39,NULL,0.0369374,0.0426351
69568X,1/04/2020,2015.74,NULL,-0.113148,-0.0844619
69568X,2/04/2020,1902.34,NULL,-0.15027,-0.0579017
69568X,3/04/2020,2009.25,NULL,-0.0691193,0.0546768
69568X,6/04/2020,2160.9,NULL,0.0277117,0.0727633
69568X,7/04/2020,2283.17,NULL,0.0401165,0.05504
69568X,8/04/2020,2297.36,NULL,0.130774,0.00619581
69568X,9/04/2020,2398.49,NULL,0.231755,0.0430787
69568X,10/04/2020,2398.49,NULL,0.177078,0
69568X,13/04/2020,2724.78,NULL,0.231863,0.127548
69568X,14/04/2020,2971.49,NULL,0.263499,0.0866758
69568X,15/04/2020,3054.96,NULL,0.285006,0.027703
69568X,16/04/2020,3119.34,NULL,0.262782,0.0208549
69568X,17/04/2020,3155.67,NULL,0.274361,0.0115794
69568X,20/04/2020,3124.15,NULL,0.136775,-0.0100386
69568X,21/04/2020,2874.51,NULL,-0.0331813,-0.08328
69568X,22/04/2020,3064.5,NULL,0.00311792,0.0640022
69568X,23/04/2020,2953.66,NULL,-0.0545764,-0.0368393
69568X,24/04/2020,3035.37,NULL,-0.0388675,0.0272882
69568X,27/04/2020,3343.45,NULL,0.067841,0.0966699
69568X,28/04/2020,3219.42,NULL,0.113319,-0.037802
69568X,29/04/2020,3350.82,NULL,0.0893207,0.0400039
69568X,30/04/2020,3272.83,NULL,0.10261,-0.02355
69568X,1/05/2020,2935.62,NULL,-0.0334147,-0.108736
69568X,4/05/2020,3186.23,NULL,-0.0481648,0.0819197
69568X,5/05/2020,3215.61,NULL,-0.00118414,0.00917868
69568X,6/05/2020,3275.76,NULL,-0.0226552,0.0185328
69568X,7/05/2020,3265.13,NULL,-0.00235548,-0.00325033
69568X,8/05/2020,3429.97,NULL,0.155633,0.0492519
69568X,11/05/2020,3395.94,NULL,0.0637422,-0.00997091
69568X,12/05/2020,3388.07,NULL,0.0522434,-0.00232016
69568X,13/05/2020,3310.84,NULL,0.010652,-0.0230585
69568X,14/05/2020,3362.62,NULL,0.0294209,0.0155185
69568X,15/05/2020,3345.21,NULL,-0.025022,-0.00519096
69568X,18/05/2020,3405.73,NULL,0.00287871,0.0179298
69568X,19/05/2020,3382.21,NULL,-0.0017311,-0.00692997
69568X,20/05/2020,3413.81,NULL,0.030627,0.00929963
69568X,21/05/2020,3464.21,NULL,0.0297642,0.0146556
69568X,22/05/2020,3419.34,NULL,0.0219181,-0.0130371
69568X,25/05/2020,3419.34,NULL,0.00398824,0
69568X,26/05/2020,3427.67,NULL,0.0133514,0.00243318
69568X,27/05/2020,3433.36,NULL,0.0057104,0.00165864
69568X,28/05/2020,3373,NULL,-0.0266821,-0.0177368
69568X,29/05/2020,3495.19,NULL,0.0219402,0.0355852
69568X,1/06/2020,3759.31,NULL,0.0947879,0.0728477
69568X,2/06/2020,3690.08,NULL,0.0737674,-0.0185873
69568X,3/06/2020,3695.94,NULL,0.0736955,0.00158678
69568X,4/06/2020,3618.17,NULL,0.0701658,-0.0212665
69568X,5/06/2020,3707.24,NULL,0.0588999,0.0243193
69568X,8/06/2020,3976.22,NULL,0.0560962,0.070044
69568X,9/06/2020,3937.5,NULL,0.0648979,-0.00978561
69568X,10/06/2020,4290.71,NULL,0.149217,0.0859062
69568X,11/06/2020,4072.16,NULL,0.118205,-0.0522786
69568X,12/06/2020,3914.94,NULL,0.0545123,-0.0393736
69568X,15/06/2020,4147.76,NULL,0.0422368,0.0577684
69568X,16/06/2020,4111.05,NULL,0.0431325,-0.00888996
69568X,17/06/2020,4151.48,NULL,-0.0329873,0.00978643
69568X,18/06/2020,4202.43,NULL,0.0314894,0.012198
69568X,19/06/2020,4189.62,NULL,0.06781,-0.00305289
69568X,22/06/2020,4162.07,NULL,0.00344412,-0.00659749
69568X,23/06/2020,4193.3,NULL,0.0198095,0.00747547
69568X,24/06/2020,4021.98,NULL,-0.0316906,-0.0417137
69568X,25/06/2020,4127.16,NULL,-0.0180734,0.0258152
69568X,26/06/2020,4017.33,NULL,-0.0419925,-0.026972
69568X,29/06/2020,4224.99,NULL,0.0150043,0.0503994
69568X,30/06/2020,4519.92,NULL,0.0750063,0.0674774
69568X,1/07/2020,4686.6,NULL,0.152933,0.0362131
69568X,2/07/2020,5059.27,NULL,0.203633,0.0765148
69568X,3/07/2020,5059.27,NULL,0.230605,0
69568X,6/07/2020,5741.23,NULL,0.306657,0.126451
69568X,7/07/2020,5817.75,NULL,0.252419,0.0132401
69568X,8/07/2020,5717.37,NULL,0.198802,-0.0174047
69568X,9/07/2020,5836.25,NULL,0.142866,0.0205796
69568X,10/07/2020,6465.67,NULL,0.245284,0.102418
69568X,13/07/2020,6266.47,NULL,0.0875397,-0.0312934
69568X,14/07/2020,6349.1,NULL,0.0873995,0.0130999
69568X,15/07/2020,6471.37,NULL,0.123879,0.0190748
69568X,16/07/2020,6281.45,NULL,0.0735124,-0.029787
69568X,17/07/2020,6282.29,NULL,-0.0287721,0.000133718
69568X,20/07/2020,6877.35,NULL,0.0930202,0.0904988
69568X,21/07/2020,6564.92,NULL,0.0334272,-0.0464931
69568X,22/07/2020,6665.26,NULL,0.0295211,0.0151686
69568X,23/07/2020,6333.48,NULL,0.008249,-0.0510591
69568X,24/07/2020,5931.35,NULL,-0.0574827,-0.065598
69568X,27/07/2020,6444.54,NULL,-0.0650001,0.0829814
69568X,28/07/2020,6180.37,NULL,-0.0603622,-0.0418551
69568X,29/07/2020,6275.05,NULL,-0.0603275,0.0152033
69568X,30/07/2020,6226.41,NULL,-0.0170499,-0.00778153
69568X,31/07/2020,5988.95,NULL,0.00966426,-0.0388838
69568X,3/08/2020,6215.99,NULL,-0.0361083,0.0372089
69568X,4/08/2020,6224.36,NULL,0.00709249,0.00134562
69568X,5/08/2020,6216.07,NULL,-0.00944358,-0.00133275
69568X,6/08/2020,6235.16,NULL,0.00140432,0.00306637
69568X,7/08/2020,6080.83,NULL,0.0152251,-0.025063
69568X,10/08/2020,5937.92,NULL,-0.0457661,-0.0237823
69568X,11/08/2020,5752.99,NULL,-0.0787509,-0.0316392
69568X,12/08/2020,6507.99,NULL,0.0458928,0.123311
69568X,13/08/2020,6785.27,NULL,0.0845498,0.0417234
69568X,14/08/2020,6909.63,NULL,0.127775,0.018162
69568X,17/08/2020,7683.71,NULL,0.257744,0.106186
69568X,18/08/2020,7899.08,NULL,0.317027,0.0276438
69568X,19/08/2020,7863.25,NULL,0.189169,-0.00454629
69568X,20/08/2020,8379.36,NULL,0.211017,0.0635715
69568X,21/08/2020,8580.91,NULL,0.216624,0.0237684
69568X,24/08/2020,8431.14,NULL,0.0928295,-0.017608
69568X,25/08/2020,8469.4,NULL,0.0697134,0.00452767
69568X,26/08/2020,9012.85,NULL,0.136451,0.0621917
69568X,27/08/2020,9371.07,NULL,0.111856,0.0389759
69568X,28/08/2020,9264.96,NULL,0.0766996,-0.0113877
69568X,31/08/2020,10429.5,NULL,0.212706,0.118399
69568X,1/09/2020,9942.45,NULL,0.160354,-0.0478249
69568X,2/09/2020,9363.13,NULL,0.0381283,-0.0600338
69568X,3/09/2020,8518.21,NULL,-0.0954211,-0.0945734
69568X,4/09/2020,8755.13,NULL,-0.0565997,0.0274336
69568X,7/09/2020,8755.13,NULL,-0.174999,0
69568X,8/09/2020,6911.05,NULL,-0.363692,-0.236518
69568X,9/09/2020,7665.97,NULL,-0.199989,0.103669
69568X,10/09/2020,7771.87,NULL,-0.0916954,0.0137198
69568X,11/09/2020,7800.75,NULL,-0.11542,0.00370908
69568X,14/09/2020,8782.34,NULL,0.00310307,0.118523
69568X,15/09/2020,9413.14,NULL,0.308985,0.0693637
69568X,16/09/2020,9245.71,NULL,0.187369,-0.0179469
69568X,17/09/2020,8862.07,NULL,0.13127,-0.0423793
69568X,18/09/2020,9253.87,NULL,0.170822,0.0432615
69568X,21/09/2020,9405.39,NULL,0.06854,0.0162411
69568X,22/09/2020,8878.82,NULL,-0.0584379,-0.0576143
69568X,23/09/2020,7960.65,NULL,-0.149649,-0.109158
69568X,24/09/2020,8116.16,NULL,-0.0879232,0.0193465
69568X,25/09/2020,8525.32,NULL,-0.0820013,0.0491834
69568X,28/09/2020,8815.4,NULL,-0.0647827,0.0334596
69568X,29/09/2020,8770.82,NULL,-0.0122384,-0.00506989
69568X,30/09/2020,8978.86,NULL,0.120362,0.0234426
69568X,1/10/2020,9379.65,NULL,0.144685,0.0436695
69568X,2/10/2020,8687.53,NULL,0.0188481,-0.0766538
69568X,5/10/2020,8909.16,NULL,0.0105798,0.0251913
69568X,6/10/2020,8664.29,NULL,-0.0122203,-0.02787
69568X,7/10/2020,8901.21,NULL,-0.0086857,0.0269772
69568X,8/10/2020,8914.19,NULL,-0.0508981,0.00145717
69568X,9/10/2020,9083.3,NULL,0.0445489,0.0187932
69568X,12/10/2020,9257.01,NULL,0.0383011,0.0189435
69568X,13/10/2020,9348.05,NULL,0.0759578,0.00978666
69568X,14/10/2020,9654.67,NULL,0.0812545,0.032274
69568X,15/10/2020,9394.72,NULL,0.0525034,-0.0272939
69568X,16/10/2020,9201.96,NULL,0.0129789,-0.0207313
69568X,19/10/2020,9016.95,NULL,-0.026275,-0.0203104
69568X,20/10/2020,8830.89,NULL,-0.056912,-0.0208503
69568X,21/10/2020,8845.54,NULL,-0.0875284,0.00165757
69568X,22/10/2020,8911.47,NULL,-0.0528086,0.00742583
69568X,23/10/2020,8803.47,NULL,-0.0442705,-0.0121932
69568X,26/10/2020,8796.15,NULL,-0.024792,-0.000831836
69568X,27/10/2020,8888.23,NULL,0.00647213,0.0104138
69568X,28/10/2020,8497.7,NULL,-0.0401178,-0.0449324
69568X,29/10/2020,8598.37,NULL,-0.0357666,0.0117771
69568X,30/10/2020,8121.39,NULL,-0.0806446,-0.0570713
69568X,2/11/2020,8382.38,NULL,-0.0481822,0.0316306
69568X,3/11/2020,8871.91,NULL,-0.00183782,0.0567582
69568X,4/11/2020,8810.8,NULL,0.0361827,-0.00691186
69568X,5/11/2020,9168.9,NULL,0.0642447,0.0398391
69568X,6/11/2020,8998.53,NULL,0.10256,-0.0187561
69568X,9/11/2020,8816.66,NULL,0.0505112,-0.0204181
69568X,10/11/2020,8588.53,NULL,-0.0324625,-0.0262155
69568X,11/11/2020,8730.22,NULL,-0.00918767,0.016363
69568X,12/11/2020,8617.83,NULL,-0.061984,-0.0129573
69568X,13/11/2020,8549.6,NULL,-0.0511767,-0.00794881
69568X,16/11/2020,8541.02,NULL,-0.0317627,-0.00100406
69568X,17/11/2020,9242.57,NULL,0.0733924,0.0789395
69568X,18/11/2020,10185,NULL,0.154125,0.0970961
69568X,19/11/2020,10449.3,NULL,0.192702,0.0256189
69568X,20/11/2020,10247.2,NULL,0.18112,-0.0195305
69568X,23/11/2020,10921.9,NULL,0.24589,0.0637655
69568X,24/11/2020,11623.7,NULL,0.229226,0.0622762
69568X,25/11/2020,12013.4,NULL,0.165107,0.0329766
69568X,26/11/2020,12013.4,NULL,0.139488,0
69568X,27/11/2020,12259.5,NULL,0.179297,0.0202785
69568X,30/11/2020,11879.5,NULL,0.0840443,-0.0314869
69568X,1/12/2020,12238.6,NULL,0.0515488,0.0297807
69568X,2/12/2020,11905,NULL,-0.00906421,-0.0276364
69568X,3/12/2020,12419,NULL,0.0332049,0.0422691
69568X,4/12/2020,12537.5,NULL,0.022423,0.0094966
69568X,7/12/2020,13431.6,NULL,0.122796,0.068886
69568X,8/12/2020,13601.5,NULL,0.105585,0.0125699
69568X,9/12/2020,12651.3,NULL,0.0608015,-0.0724201
69568X,10/12/2020,13124.1,NULL,0.0552227,0.0366903
69568X,11/12/2020,12766.6,NULL,0.0181082,-0.0276178
69568X,14/12/2020,13391.2,NULL,-0.00301236,0.0477654
69568X,15/12/2020,13253.5,NULL,-0.0259184,-0.0103361
69568X,16/12/2020,13034.1,NULL,0.029809,-0.0166927
69568X,17/12/2020,13727.5,NULL,0.0449509,0.0518321
69568X,18/12/2020,14545.8,NULL,0.13047,0.0579012
69568X,21/12/2020,13601.1,NULL,0.0155529,-0.0671516
69568X,22/12/2020,13401.8,NULL,0.0111274,-0.0147616
69568X,23/12/2020,13519.9,NULL,0.0365937,0.00877365
69568X,24/12/2020,13850.4,NULL,0.00891299,0.0241514
69568X,25/12/2020,13850.4,NULL,-0.0489882,0
69568X,28/12/2020,13890.5,NULL,0.0210545,0.00289104
69568X,29/12/2020,13938.7,NULL,0.0392801,0.00346399
69568X,30/12/2020,14541.2,NULL,0.0728233,0.0423169
69568X,31/12/2020,14769.2,NULL,0.0642298,0.0155579
69568X,1/01/2021,14769.2,NULL,0.0642298,0
69568X,4/01/2021,15273.5,NULL,0.0949141,0.0335754
69568X,5/01/2021,15385.3,NULL,0.0987434,0.00729321
69568X,6/01/2021,15822.1,NULL,0.0844217,0.0279952
69568X,7/01/2021,17079.1,NULL,0.145312,0.0764478
69568X,8/01/2021,18418.2,NULL,0.220795,0.0754838
69568X,11/01/2021,16977.6,NULL,0.105776,-0.0814445
69568X,12/01/2021,17778.2,NULL,0.14456,0.0460782
69568X,13/01/2021,17882.2,NULL,0.122398,0.00583282
69568X,14/01/2021,17685.2,NULL,0.0348726,-0.0110777
69568X,15/01/2021,17290.9,NULL,-0.063159,-0.0225478
69568X,18/01/2021,17290.9,NULL,0.0182855,0
69568X,19/01/2021,17675.8,NULL,-0.00577652,0.0220161
69568X,20/01/2021,17799.3,NULL,-0.00464667,0.00696266
69568X,21/01/2021,17685,NULL,-0.000011309,-0.00644231
69568X,22/01/2021,17719.5,NULL,0.0244854,0.00194891
69568X,25/01/2021,18434.5,NULL,0.0640436,0.0395582
69568X,26/01/2021,18482.4,NULL,0.0446225,0.00259502
69568X,27/01/2021,18086.2,NULL,0.0159901,-0.0216697
69568X,28/01/2021,17484.9,NULL,-0.0113792,-0.0338116
69568X,29/01/2021,16608,NULL,-0.0647812,-0.0514531
69568X,1/02/2021,17576.6,NULL,-0.0476554,0.056684
69568X,2/02/2021,18266.8,NULL,-0.0117337,0.0385167
69568X,3/02/2021,17888,NULL,-0.0110191,-0.0209551
69568X,4/02/2021,17789.7,NULL,0.017282,-0.00551046
69568X,5/02/2021,17836.5,NULL,0.0713624,0.00262728
69568X,8/02/2021,18070.7,NULL,0.0277234,0.0130449
69568X,9/02/2021,17778.6,NULL,-0.0270897,-0.0162964
69568X,10/02/2021,16844.3,NULL,-0.0601178,-0.0539832
69568X,11/02/2021,16987.4,NULL,-0.0461477,0.00845957
69568X,12/02/2021,17080.8,NULL,-0.0432919,0.00548313
69568X,15/02/2021,17080.8,NULL,-0.0563368,0
69568X,16/02/2021,16664.3,NULL,-0.0647268,-0.0246863
69568X,17/02/2021,16704.7,NULL,-0.0083222,0.00242141
69568X,18/02/2021,16479.3,NULL,-0.0303668,-0.0135851
69568X,19/02/2021,16352,NULL,-0.0436048,-0.00775483
69568X,22/02/2021,14954,NULL,-0.132976,-0.0893714
69568X,23/02/2021,14626.2,NULL,-0.130454,-0.0221644
69568X,24/02/2021,15529.9,NULL,-0.0729229,0.0599528
69568X,25/02/2021,14278.4,NULL,-0.143357,-0.0840193
69568X,26/02/2021,14137.7,NULL,-0.145505,-0.00990292
69568X,1/03/2021,15036.2,NULL,0.0054818,0.0616156
69568X,2/03/2021,14366.7,NULL,-0.0179014,-0.0455476
69568X,3/03/2021,13671,NULL,-0.12749,-0.0496362
69568X,4/03/2021,13006.3,NULL,-0.0933141,-0.0498429
69568X,5/03/2021,12514.7,NULL,-0.121941,-0.0385299
69568X,8/03/2021,11783.2,NULL,-0.243786,-0.0602292
69568X,9/03/2021,14097.5,NULL,-0.0189156,0.179323
69568X,10/03/2021,13982,NULL,0.022494,-0.00822669
69568X,11/03/2021,14642.1,NULL,0.118467,0.0461302
69568X,12/03/2021,14519.2,NULL,0.148568,-0.00842903
69568X,15/03/2021,14816.7,NULL,0.22908,0.020283
69568X,16/03/2021,14166.6,NULL,0.0048896,-0.0448678
69568X,17/03/2021,14688.4,NULL,0.0492873,0.036171
69568X,18/03/2021,13670.2,NULL,-0.0686827,-0.0718398
69568X,19/03/2021,13705.9,NULL,-0.0576455,0.00260812
69568X,22/03/2021,14022.6,NULL,-0.0550846,0.0228439
69568X,23/03/2021,13858.5,NULL,-0.0219883,-0.0117716
69568X,24/03/2021,13191.1,NULL,-0.107516,-0.0493564
69568X,25/03/2021,13402.9,NULL,-0.0197472,0.0159287
69568X,26/03/2021,12949.1,NULL,-0.0568001,-0.0344448
69568X,29/03/2021,12793.8,NULL,-0.0917096,-0.0120656
69568X,30/03/2021,13303,NULL,-0.0409092,0.0390289
69568X,31/03/2021,13979.3,NULL,0.0580353,0.0495881
69568X,1/04/2021,13849.9,NULL,0.0328069,-0.00929965
69568X,2/04/2021,13849.9,NULL,0.0672517,0
69568X,5/04/2021,14463.2,NULL,0.122647,0.0433295
69568X,6/04/2021,14475.1,NULL,0.0844404,0.000822439
69568X,7/04/2021,14042.9,NULL,0.00453927,-0.030313
69568X,8/04/2021,14311.4,NULL,0.0327784,0.0189395
69568X,9/04/2021,14169.5,NULL,0.0228138,-0.00996466
69568X,12/04/2021,14691.9,NULL,0.0156888,0.0362046
69568X,13/04/2021,15954.8,NULL,0.0973298,0.0824634
69568X,14/04/2021,15325,NULL,0.0873686,-0.0402742
69568X,15/04/2021,15463.6,NULL,0.0774325,0.00900339
69568X,16/04/2021,15483,NULL,0.0886509,0.00125377
69568X,19/04/2021,14956.7,NULL,0.017863,-0.0345833
69568X,20/04/2021,15047.9,NULL,-0.0585213,0.00607909
69568X,21/04/2021,15573.9,NULL,0.016111,0.034358
69568X,22/04/2021,15062.6,NULL,-0.026274,-0.0333816
69568X,23/04/2021,15265.8,NULL,-0.0141276,0.0134002
69568X,26/04/2021,15450,NULL,0.0324496,0.011994
69568X,27/04/2021,14749.7,NULL,-0.0200157,-0.0463863
69568X,28/04/2021,14533.3,NULL,-0.0691539,-0.0147802
69568X,29/04/2021,14169.1,NULL,-0.0611513,-0.025379
69568X,30/04/2021,14848,NULL,-0.0277499,0.0468016
69568X,3/05/2021,14334.5,NULL,-0.0749398,-0.035196
69568X,4/05/2021,14098,NULL,-0.0451898,-0.0166363
69568X,5/05/2021,14042.3,NULL,-0.0343684,-0.00395874
69568X,6/05/2021,13887.4,NULL,-0.0200816,-0.0110922
69568X,7/05/2021,14072.2,NULL,-0.053664,0.0132193
69568X,10/05/2021,13165.3,NULL,-0.0850846,-0.0666166
69568X,11/05/2021,12917.5,NULL,-0.08745,-0.0190016
69568X,12/05/2021,12346,NULL,-0.128742,-0.0452509
69568X,13/05/2021,11965,NULL,-0.148996,-0.0313464
69568X,14/05/2021,12342.8,NULL,-0.131128,0.0310872
69568X,17/05/2021,12072.6,NULL,-0.0866462,-0.0221345
69568X,18/05/2021,12094.4,NULL,-0.0658404,0.00180411
69568X,19/05/2021,11792.8,NULL,-0.0458429,-0.0252534
69568X,20/05/2021,12280.9,NULL,0.0260595,0.040556
69568X,21/05/2021,12157.4,NULL,-0.0151349,-0.0101072
69568X,24/05/2021,12692.3,NULL,0.0500571,0.0430575
69568X,25/05/2021,12655.7,NULL,0.0453652,-0.0028878
69568X,26/05/2021,12957.9,NULL,0.0942165,0.0235979
69568X,27/05/2021,13203.2,NULL,0.072414,0.0187536
69568X,28/05/2021,13085.4,NULL,0.0735591,-0.00896212
69568X,31/05/2021,13085.4,NULL,0.0305016,0
69568X,1/06/2021,13057.8,NULL,0.031278,-0.00211145
69568X,2/06/2021,12664.7,NULL,-0.022887,-0.0305671
69568X,3/06/2021,11989.1,NULL,-0.0964613,-0.0548207
69568X,4/06/2021,12537.7,NULL,-0.042757,0.0447422
69568X,7/06/2021,12664.9,NULL,-0.0326627,0.0100943
69568X,8/06/2021,12632.7,NULL,-0.033097,-0.0025457
69568X,9/06/2021,12532,NULL,-0.0105332,-0.00800332
69568X,10/06/2021,12769.4,NULL,0.0630538,0.0187663
69568X,11/06/2021,12764.5,NULL,0.0179278,-0.000383804
69568X,14/06/2021,12927.8,NULL,0.0205456,0.0127122
69568X,15/06/2021,12544.2,NULL,-0.00703028,-0.0301216
69568X,16/06/2021,12659.5,NULL,0.0101225,0.00914951
69568X,17/06/2021,12905,NULL,0.0105631,0.0192069
69568X,18/06/2021,13045.4,NULL,0.0217677,0.0108207
69568X,21/06/2021,12993.5,NULL,0.0050692,-0.00398635
69568X,22/06/2021,13053.8,NULL,0.0398209,0.00463005
69568X,23/06/2021,13741.5,NULL,0.0820125,0.0513412
69568X,24/06/2021,14228.1,NULL,0.0976041,0.0347984
69568X,25/06/2021,14061.7,NULL,0.0750192,-0.0117641
69568X,28/06/2021,14414.4,NULL,0.103778,0.0247729
69568X,29/06/2021,14247.8,NULL,0.0875232,-0.0116252
69568X,30/06/2021,14225.6,NULL,0.0346227,-0.00155935
69568X,1/07/2021,14188.4,NULL,-0.00279415,-0.00261843
69568X,2/07/2021,14208.9,NULL,0.0104137,0.0014438
69568X,5/07/2021,14208.9,NULL,-0.0143592,0
69568X,6/07/2021,13804.5,NULL,-0.0316079,-0.0288739
69568X,7/07/2021,13492,NULL,-0.0529462,-0.0228977
69568X,8/07/2021,13662.8,NULL,-0.0377479,0.0125799
69568X,9/07/2021,13749.5,NULL,-0.0328661,0.00632565
69568X,12/07/2021,14351.2,NULL,0.00996503,0.0428311
69568X,13/07/2021,13992,NULL,0.0134911,-0.0253478
69568X,14/07/2021,13674.8,NULL,0.0134578,-0.022931
69568X,15/07/2021,13616.6,NULL,-0.00338717,-0.00426509
69568X,16/07/2021,13483,NULL,-0.0195728,-0.00986
69568X,19/07/2021,13524.9,NULL,-0.0593011,0.0031028
69568X,20/07/2021,13823.8,NULL,-0.012094,0.0218593
69568X,21/07/2021,13714.7,NULL,0.00291353,-0.00792349
69568X,22/07/2021,13588.5,NULL,-0.00206579,-0.0092444
69568X,23/07/2021,13465.5,NULL,-0.00129877,-0.00909299
69568X,26/07/2021,13763.5,NULL,0.0174877,0.0218893
69568X,27/07/2021,13494.8,NULL,-0.0240873,-0.0197157
69568X,28/07/2021,13540.8,NULL,-0.0127609,0.00340292
69568X,29/07/2021,14176.4,NULL,0.0423548,0.0458713
69568X,30/07/2021,14382.6,NULL,0.0658883,0.0144405
69568X,2/08/2021,14852.9,NULL,0.076175,0.032176
69568X,3/08/2021,14854.3,NULL,0.095985,9.43E-05
69568X,4/08/2021,14879,NULL,0.0942435,0.00166144
69568X,5/08/2021,14956.7,NULL,0.0535807,0.00520854
69568X,6/08/2021,14631.6,NULL,0.0171644,-0.0219758
69568X,9/08/2021,14938.5,NULL,0.00574664,0.0207582
69568X,10/08/2021,14859.6,NULL,0.000356735,-0.00529565
69568X,11/08/2021,14814.2,NULL,-0.00436464,-0.00305994
69568X,12/08/2021,15116.2,NULL,0.0106077,0.0201808
69568X,13/08/2021,15009.8,NULL,0.0255197,-0.0070637
69568X,16/08/2021,14361,NULL,-0.0394256,-0.0441871
69568X,17/08/2021,13932.8,NULL,-0.0644003,-0.0302704
69568X,18/08/2021,14420,NULL,-0.02697,0.0343704
69568X,19/08/2021,14095.2,NULL,-0.0699327,-0.0227818
69568X,20/08/2021,14237.3,NULL,-0.052838,0.010031
69568X,23/08/2021,14782.3,NULL,0.0289143,0.0375652
69568X,24/08/2021,14828.2,NULL,0.062285,0.00310025
69568X,25/08/2021,14884.9,NULL,0.0317311,0.0038165
69568X,26/08/2021,14674.8,NULL,0.0402974,-0.0142155
69568X,27/08/2021,14900,NULL,0.0454959,0.0152295
69568X,30/08/2021,15297.4,NULL,0.0342524,0.0263217
69568X,31/08/2021,15398.1,NULL,0.0377134,0.00656125
